X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X94,X95,X96,X97,X98,X99,X100,X101,class
2,3170824,0,1014670,84777,101178,233091,7071316,6525,0,632276,8946,108873,1027010,8098326,0,0,497783,68588,852933,0,272868,1125801,799439,3703119,0,182307,2238818,0,9814,6933497,39028,6972525,8098326,3222390,1839235,-15225,30909,0,873756,74697,7004,941449,914864,0,1.2,763448,919187,659668,-3913055,366134,3376436,13197,77412.85714,136245,657570,793815,18441.57143,1520.214286,125004.1429,15.77,19.29,42.92,26.52,29.22,28.39,2.1,16.78,77.34,2.82,0.86,8.74,8.74,4.06,1.08,1.006667,60.2,55.81,60.14,57.43,64.29,177.64,216.51,58.51,829.06,502.97,16.15,13.9,86.1,1087.38,0,94.063333,0.56,72.04,20.76,5.82,0.68,59.62,33.18,0
2,469608,4269,280048,11068,18894,79226,869045,900,0,69958,36663,44467,657589,1526635,0,4580,53698,5579,80347,0,26031,106378,480832,598940,0,33201,259536,0,0,1372509,47748,1420257,1526635,230690,175313,0,0,0,55377,10784,129,66032,58102,0,0.12,480832,58102,28981,-9990,9523,-42413,0,77412.85714,-23422,486901,463478,18441.57143,1520.214286,125004.1429,3.81,4.15,62,62,28.62,25.19,4.62,0,36.07,12.01,0.06,2.85,2.85,0.48,0.3,1.006667,57.34,62.92,317.08,79.32,95.27,73.53,73.62,8.88,1081.61,969.23,7.49,6.97,93.03,1332.06,0.32,94.063333,0.15,342.48,222.31,2.18,0.16,177.06,387.73,0
2,107547,57577,183822,7735,1325,99248,461934,6180,0,192432,209475,46699,477695,939628,15700,783,85206,25765,144295,54000,79266,223561,330902,43082,14,41953,282792,0,0,698742,17325,716068,939628,426012,267505,338,-128,0,72269,7435,191,79514,67146,0,0.21,326400,67146,38412,-38065,42505,-16684,2,77412.85714,-16336,123884,107547,18441.57143,1520.214286,125004.1429,7.3,9.74,37.21,17.96,18.66,15.76,1.7,18.54,26.62,15.55,0.12,2.11,2.11,1.29,0.23,1.006667,3.53,18.13,12.36,9.56,7.73,10.05,12.76,8.69,320.13,242.75,31.22,23.79,76.21,191.6,9.84,94.063333,0.46,152.68,84.6,1.08,0.62,79.61,157.67,0
2,1158978,5564,1466666,138129,395048,1164046,4329079,390377,0,206213,0,70319,1364736,5693815,570000,77996,881539,154770,2429913,60000,73559,2503472,655789,1356978,0,81105,832617,0,266910,3168160,22184,3190343,5693815,1107650,862038,17622,123158,0,260980,9510,61,270429,233996,0,0.36,655789,460870,-415680,-149752,76088,495922,0,77412.85714,-69511,1182428,1112917,18441.57143,1520.214286,125004.1429,4.49,7.96,22.17,10.91,24.41,21.13,0.85,12.8,-17.11,13.47,-0.63,4.83,4.83,1.69,0.18,1.006667,-17.2,-30.49,-18.46,70.4,69.56,11,7.57,146.44,178.16,124.54,78.47,43.97,56.03,1576.21,22.19,94.063333,0.21,337.03,349.59,7.67,0.38,291.62,395,0
2,597726,50,498927,142820,72043,394517,1706897,1750,0,280352,32007,94303,463173,2170070,5.00E+05,49919,195599,63957,853143,5619,45732,898875,318944,710302,0,22845,215843,0,0,1267934,3261,1271195,2170070,720058,553804,25482,0,0,16137,9901,561,25477,21641,0,0.07,318944,21641,-179415,-61369,59622,583572,0,77412.85714,342786,227621,570407,18441.57143,1520.214286,125004.1429,1.12,2.39,23.09,2.54,3.54,3.01,1.3,16.12,-21.03,15.06,-0.56,3.98,3.98,2.26,0.06,1.006667,3.3,-3.97,-37.13,22.64,23.45,25.52,154.85,13.21,200.07,136.99,70.71,41.42,58.58,375.29,44.53,94.063333,0.37,174.28,206.91,2.21,0.79,110.34,270.85,0
2,380950,100,695397,238696,197771,770398,2313519,5102,0,119261,3658,57496,355136,2668655,447470,576591,415548,455760,2164998,2330,5781,2170779,380240,199492,0,14906,-339469,0,2947,258116,239760,497876,2668655,2625270,2251982,29390,2313,0,74820,1277,972,75124,65290,0,0.06,380240,65290,113944,6254,9186,-143230,99,77412.85714,-22933,112442,89508,18441.57143,1520.214286,125004.1429,2.62,14.04,14.22,1.4,2.86,2.49,0.01,11.65,5.26,13.09,0.3,0.68,0.68,6.9,0.1,1.006667,5.5,8.22,214.89,159.4,193.15,-7.19,71.52,-3.06,106.86,58.86,436.01,81.34,18.66,406.94,206.15,94.063333,1.05,62.79,86.42,20.64,5.65,44.38,104.84,0
2,312936,2730,154226,21187,16403,58392,2217497,0,0,123643,14165,25044,3940877,6158374,3792209,1162,44707,3496,4527722,450000,548752,5076474,316107,589754,0,6949,102424,0,368,1015602,66298,1081900,6158374,369011,252194,-8093,721,0,57074,6428,119,63382,40714,0,0.11,316107,40871,-3561114,1122345,16622,1949620,48,77412.85714,-489101,802038,312936,18441.57143,1520.214286,125004.1429,0.76,3.82,31.66,18.4,17.18,11.03,1.71,14.68,-78.65,35.76,-11.27,3.21,3.21,1.17,0.21,1.006667,218.23,255.95,872.3,747.81,1023.76,96.69,9.77,-1.29,48.98,11.01,469.22,82.43,17.57,1111.62,393.08,94.063333,0.07,126.77,47.95,2.76,0.35,50.63,124.08,0
2,1489919,94026,873528,210731,51154,1747114,4473115,158215,0,497697,569820,205630,2515463,6988577,195335,131211,343568,129114,957833,350011,576663,1534496,1560240,2650328,0,162563,1023617,0,-10145,5386600,67481,5454081,6988577,1245838,843718,-21566,-590,0,207214,87983,130,295067,255104,0,0.16,1560240,244958,-339707,-1238881,124924,-67751,0,77412.85714,-1646342,3094614,1448271,18441.57143,1520.214286,125004.1429,3.76,4.75,32.28,17.28,23.68,20.48,7.05,16.33,-35.47,13.54,-0.22,3.45,3.45,0.8,0.14,1.006667,8.87,-0.04,-13.38,8.05,8.51,86.02,150.01,14.71,467,261.91,28.13,21.96,78.04,543.7,13.85,94.063333,0.18,189.18,482.08,1.22,0.23,90.14,581.12,0
2,101755,300,1429032,21184,63177,174510,1812675,41424,137362,47153,20,6999,417686,2230361,567835,0,549548,50288,1332696,32500,33021,1365717,428531,31770,3200,9287,382807,0,179,855774,8870,864644,2230361,796163,587693,22783,4003,0,42468,1718,584,43602,34862,0,0.08,428531,34944,-137034,1430,19618,255,66,77412.85714,-135283,219231,83947,18441.57143,1520.214286,125004.1429,1.57,4.08,26.18,7.08,5.48,4.38,0.14,15.64,-10.28,20.05,-0.32,2,2,1.86,0.13,1.006667,13.6,-2.4,-23.08,-25.46,-24.23,18.93,8.71,-69.67,136.02,119.63,157.95,61.23,38.77,1901.82,72.03,94.063333,0.36,479.94,59.49,6.88,0.93,257.45,281.98,0
2,1552865,146877,1765868,96036,159186,427108,4161690,8717,0,1015226,258123,196515,3101528,7263218,570743,59086,171259,37774,1370461,5000,45405,1415866,1003799,2617145,0,114274,2050808,0,-131,5741639,105714,5847353,7263218,2712508,656964,1638,1659,0,524942,44184,3601,565525,479003,0,0.48,1003799,478895,354231,-410992,271830,212400,253,77412.85714,155891,1346933,1502824,18441.57143,1520.214286,125004.1429,6.97,8.6,75.78,19.67,20.85,17.66,1.5,54.46,25.85,15.3,0.35,5.72,5.72,2.7,0.53,1.006667,15.99,5.73,9.07,12.32,11.3,67.13,58.28,58.13,303.67,264.51,24.21,19.49,80.51,459.6,10.88,94.063333,0.39,185.69,170.35,2.26,0.49,77.03,279.01,0
2,4866343,13972,1449333,1349611,137306,901460,8823121,3405378,54212,353699,366179,63905,10831497,19654618,1388877,0,457250,593344,6805785,228144,2701401,9507186,2786036,2794169,0,296924,3121789,0,379266,9378184,769249,10147433,19654618,2151592,931623,189488,741960,0,879337,61695,2270,938762,737873,0,0.22,2786036,-311377,228949,-1993031,119386,3006816,-3008,77412.85714,1239725,3313779,4553504,18441.57143,1520.214286,125004.1429,3.93,7.07,56.7,6.94,43.63,34.29,2.76,40.39,3.36,21.4,0.08,3.37,3.37,0.77,0.05,1.006667,7.96,16.76,-31.16,-1.18,-2.55,39.61,2.35,105.32,129.64,95.02,93.69,48.37,51.63,1746.23,45.15,94.063333,0.11,198.56,236.96,3.01,0.21,130.53,304.99,0
2,23566,1608,58510,14114,36122,43130,179808,146769,0,38073,125671,45697,387247,567055,10000,0,42458,1966,222276,0,3832,226108,343980,278942,0,0,-281518,0,-455,340946,0,340946,567055,143741,94689,-1344,-16657,0,-1275,11080,28,9775,8722,0,0.03,343980,7066,22037,113594,26924,-321432,-1592,77412.85714,-187394,210186,22791,18441.57143,1520.214286,125004.1429,1.15,2.56,34.13,1.31,6.8,6.07,7.69,33.65,9.91,10.77,0.06,0.99,0.99,0.42,0.01,1.006667,-20.21,47.47,103.54,110.94,109.16,-34.61,66.45,16.85,80.89,53.9,66.32,39.87,60.13,208.22,2.93,94.063333,0.19,174.12,135.46,0.89,0.42,179.28,130.3,0
2,53887,5886,35603,26594,26547,158862,323613,199,25169,150965,804,33950,221571,545184,100462,0,71051,105578,309847,0,12665,322512,2.00E+05,831451,0,25568,-845792,0,0,211226,11446,222672,545184,117281,88263,6164,-48,0,-41934,13851,601,-28684,-29679,0,-0.13,2.00E+05,-29679,-38583,-1605,1822,-5776,0,77412.85714,-45965,99324,53358,18441.57143,1520.214286,125004.1429,-5.14,-12.5,24.74,-26.98,-24.46,-25.31,11.3,46.07,-12.45,0,-0.19,1.06,1.06,0.59,-0.16,1.006667,-3.84,65.72,26.7,27.66,27.31,-44.68,-63.57,-41.54,104.44,39.35,144.84,59.16,40.84,146.72,45.13,94.063333,0.2,95.25,501.18,0.75,0.49,231.47,364.95,0
2,117109,0,177236,26145,24518,117851,586960,146504,0,299851,4495,78686,858426,1445386,240371,0,62280,10607,386091,66000,115576,501667,308796,394410,0,28233,200689,0,2686,934814,8904,943719,1445386,358934,195948,10270,1527,0,15469,10378,1119,24728,20638,0,0.07,308796,20974,-35978,-29058,22071,15610,585,77412.85714,-48843,162801,113958,18441.57143,1520.214286,125004.1429,1.43,2.2,45.41,4.41,6.89,5.75,2.58,37.17,-9.32,16.54,-0.12,3.03,3.03,1.16,0.05,1.006667,-2.64,3.1,-53.46,-34.5,-31.98,8.63,-1.8,2.72,152.03,82.59,53.16,34.71,65.29,331.77,36.75,94.063333,0.25,138.79,171.72,1.16,0.38,89.48,221.03,0
2,766981,45934,412294,67347,16369,85446,1399451,0,0,285861,13212,25000,1670456,3069907,0,48584,155311,2996,389494,0,47152,436646,396768,1650775,0,48158,423404,0,5143,2524248,109014,2633261,3069907,1065849,531733,-6528,0,0,165633,3317,143,168807,158990,0,0.32,359057,166504,173490,-154799,51548,577763,4247,77412.85714,600700,140094,740795,18441.57143,1520.214286,125004.1429,7.73,8.96,50.11,15.89,15.84,14.92,0.3,34.67,44.54,5.82,0.48,6.36,6.36,2.69,0.43,1.006667,203.29,349.55,148.65,138.31,168.59,206.49,195.87,-3.08,359.3,319.78,16.58,14.22,85.78,880.47,1.85,94.063333,0.52,100.46,42.35,3.55,0.6,55.66,87.15,0
2,2354817,193443,775199,203430,26216,769884,4420590,210321,0,797656,60208,150439,2021058,6441649,904353,158535,552050,22344,1739382,4247,10688,1750069,814061,3332266,0,84854,465732,0,108,4697021,-5441,4691579,6441649,2396348,2030722,24814,1317,0,136406,13131,1499,148038,108080,0,0.2,708012,108039,81674,-399658,266217,2428171,4914,77412.85714,2115101,204983,2320084,18441.57143,1520.214286,125004.1429,2.09,3.17,15.26,5.64,6.18,4.51,0.49,8.2,4.7,26.99,0.12,5.77,5.77,2.94,0.17,1.006667,10.76,-31.93,-58.37,-58.63,-63.1,73.28,119.54,8.17,254.15,192.58,37.3,27.17,72.83,547.39,22.75,94.063333,0.46,114.5,95.06,2.89,0.7,75.18,134.38,0
2,3121493,0,9532,0,38043,0,3281040,0,0,393948,1119,82491,518556,3799596,0,0,82219,856220,1330495,0,17427,1347922,537600,356776,0,94251,1463006,0,41,2451674,0,2451674,3799596,1195467,112607,-34501,136006,0,845833,16037,1194,860676,722278,0,1.34,537600,722333,534309,-100644,94558,-397823,84,77412.85714,35925,2905212,2941136,18441.57143,1520.214286,125004.1429,19.63,31.55,90.58,59.26,71.99,60.42,1.24,32.85,40.16,16.08,0.99,4.56,4.56,2.22,1.32,1.006667,55.67,67.39,79.9,47.25,47.61,35.15,47.76,17.35,246.6,238.19,54.98,35.48,64.52,620.57,0,94.063333,0.32,2.53,0,2.98,0.52,208.54,-206.01,0
2,164181,120920,383192,23065,1240,364754,1067644,0,0,438822,66371,64089,624267,1691911,11000,124437,69213,24967,240572,8680,86096,326669,418693,323739,0,68523,451564,0,0,1262519,102723,1365242,1691911,474215,323982,322,145,0,75552,4943,0,80495,67170,0,0.16,418693,67170,31742,-32717,31425,16849,0,77412.85714,15873,148308,164181,18441.57143,1520.214286,125004.1429,4.12,5.05,31.68,17.83,16.97,14.16,1.04,13.41,13.19,16.55,0.08,3.02,3.02,1.13,0.2,1.006667,2.55,5.95,-0.53,0.94,0.18,15.83,15.82,7.44,443.79,278.37,23.93,19.31,80.69,271.96,10.56,94.063333,0.29,287.29,265.64,0.93,0.36,51.82,501.1,0
2,65453,48520,212762,3026,4947,77576,699011,0,4167,148318,0,48073,280505,979516,50000,0,28596,27140,151604,0,10940,162544,233854,374591,62,35031,173434,0,0,816972,0,816972,979516,116770,56152,126,6274,0,22999,2763,1197,24565,21084,0,0.09,233854,21084,27890,-22687,2599,2103,0,77412.85714,7305,58148,65453,18441.57143,1520.214286,125004.1429,2.18,2.54,51.91,18.74,21.04,18.06,1.34,31.62,18.4,14.17,0.12,3.49,3.49,0.5,0.09,1.006667,-3.48,14.36,72.1,31.89,30.4,-1.14,-4.14,-2.31,461.08,219.88,19.9,16.59,83.41,550.82,9.91,94.063333,0.12,606.59,396.42,0.8,0.14,166.33,836.68,0
2,197738,924,381363,11197,70593,5928,948863,903,124918,175869,142,70054,986809,1935672,16285,0,134335,45290,313047,6961,80961,394007,449579,836631,0,28318,241769,0,-4292,1522235,19429,1541665,1935672,423912,162344,-24,-111,0,26653,13691,344,40000,33554,0,0.08,449579,39738,-156604,-438269,40056,431734,258,77412.85714,-162882,349830,186947,18441.57143,1520.214286,125004.1429,2.26,2.99,61.7,6.86,9.44,7.92,3.15,54.41,-50.03,16.11,-0.35,3.39,3.39,0.94,0.06,1.006667,62.48,78.79,2674.81,266.23,262.08,114.38,133.19,-13.01,303.11,207.83,25.56,20.36,79.64,879.85,4.21,94.063333,0.29,176.7,7.32,2.42,0.38,208.54,-24.53,0
2,320285,231819,446110,33220,10721,232128,1355667,0,0,515238,83436,202877,1281531,2637198,7251,147799,159733,3826,414032,0,84586,498618,184021,1168147,-92,75476,682230,0,186,2109967,28612,2138580,2637198,1117925,678680,-5060,-472,0,222249,6748,1045,227952,194608,0,1.03,184021,195126,137959,-35570,109114,-34693,2688,77412.85714,70382,242710,313092,18441.57143,1520.214286,125004.1429,7.87,9.43,39.29,21.75,20.39,17.41,0.51,17.38,33.32,14.63,0.75,11.47,11.47,6.07,1.32,1.006667,72.53,101.04,157.8,132.81,135.99,16.33,10.14,11.77,327.43,243.86,23.32,18.91,81.09,353.12,7.25,94.063333,0.45,145.55,78.86,1.92,0.54,47.64,176.77,0
2,223006,0,940323,184600,74821,441753,1867496,52834,0,214345,18412,38464,1400935,3268431,340100,237500,188906,43364,996864,49400,116364,1113227,190431,1444147,0,21319,289646,0,261,1945805,209398,2155204,3268431,626338,434265,25842,209,0,84307,5908,105,90109,80380,0,0.37,190431,80453,4221,-165965,80616,16888,-21,77412.85714,-144878,282645,137766,18441.57143,1520.214286,125004.1429,2.56,3.8,30.67,12.29,14.39,12.83,0.93,13.73,0.42,10.8,0.02,10.22,10.22,3.29,0.4,1.006667,29.63,34.53,108.62,102.61,131.1,38.88,59.17,73.03,187.34,124.2,51.65,34.06,65.94,947.17,29.09,94.063333,0.2,389.99,274.17,2.79,0.3,101.7,562.47,0
2,835093,239071,518597,66905,4305,134425,1986801,0,0,373399,513,45639,576520,2563321,0,0,85370,1465,339146,0,42167,381313,829432,255642,0,160960,966841,0,0,2182008,0,2182008,2563321,1193495,217328,-17902,-10822,0,303273,5848,173,308949,259945,0,0.31,829432,259945,212230,-201582,10719,-77946,0,77412.85714,-67300,902393,835093,18441.57143,1520.214286,125004.1429,10.42,12.42,81.79,26.12,25.89,21.78,0.48,56.09,62.58,15.86,0.26,2.63,2.63,1.44,0.38,1.006667,4.17,3.09,5.18,3.99,2.15,3.96,7.75,-7.85,585.82,478.99,17.48,14.88,85.12,583.56,0,94.063333,0.48,160.9,196.81,3.08,0.57,108.43,249.28,0
2,188346,4035,462757,30099,59891,302435,1399152,0,75282,446185,25461,193476,910727,2309880,36500,124817,229216,44417,464947,0,147020,611967,346079,817627,0,59239,525783,0,0,1697913,0,1697913,2309880,524419,385231,-911,2215,0,37943,10632,1211,47364,41475,0,0.12,346079,41475,222587,-243004,17262,-14782,0,77412.85714,-35200,67114,31913,18441.57143,1520.214286,125004.1429,1.78,2.48,26.54,5.26,9.03,7.91,1.8,21.28,47.87,12.43,0.64,4.91,4.91,1.52,0.08,1.006667,391.41,429.47,172.16,249.15,250.97,61.18,46.85,35.42,300.93,154,36.04,26.49,73.51,360,9.5,94.063333,0.23,295.75,200.15,1.08,0.31,189.71,306.19,0
2,192774,109556,415033,30514,20871,208974,977722,0,28669,588131,23621,175726,847592,1825314,0,12250,174955,34722,237197,0,25927,263123,400784,630271,0,83951,441758,0,0,1556765,5426,1562190,1825314,825996,545799,-448,117,0,76047,14400,620,89827,77018,0,0.19,400784,77018,43208,-19263,12211,-62765,0,77412.85714,-38822,224487,185664,18441.57143,1520.214286,125004.1429,4.28,5.01,33.92,9.85,10.87,9.32,1.67,23.56,18.22,14.26,0.11,3.88,3.88,2.06,0.2,1.006667,12.61,13.8,14.22,31.52,31.76,-0.18,5.05,19.71,412.2,311.23,16.84,14.42,85.58,255.36,0.78,94.063333,0.46,163.26,92.48,1.33,0.54,74.42,181.32,0
2,246011,970,52302,4532,11331,48171,647993,0,189105,46939,0,12481,255651,903644,0,0,10947,5721,38841,0,780,39621,133600,602457,0,16271,110666,0,1029,864023,0,864023,903644,384308,324749,-16738,1620,0,37463,3178,4,40638,33509,0,0.25,133600,33474,-32290,-247202,1723,4815,2678,77412.85714,-272001,518012,246011,18441.57143,1520.214286,125004.1429,3.75,3.92,15.5,10.08,10.57,8.72,0.83,9.49,-83.13,17.54,-0.24,6.47,6.47,2.88,0.29,1.006667,25.5,35.27,39.27,79.09,79.67,3.82,3.19,-3.26,1668.32,837.55,4.59,4.38,95.62,1840.74,0,94.063333,0.43,28.68,29.28,8.11,0.45,8.96,49,0
2,440389,302,445030,102903,86722,205392,1284996,421036,21845,1001471,28985,635425,3809161,5094157,385650,0,440331,79949,1287068,640477,1495884,2782952,1244198,67893,0,2093,937801,0,11326,2263311,47894,2311206,5094157,1639582,1062238,72656,381695,0,418375,26064,534,443905,368488,0,0.3,1244198,376072,75611,-838059,224815,473491,4925,77412.85714,-284032,701595,417562,18441.57143,1520.214286,125004.1429,8.78,16.74,35.21,9.4,27.07,22.47,1.56,21.01,5.87,16.99,0.06,1.82,1.82,1.32,0.12,1.006667,43.96,27.23,-29.26,51.29,39.31,31.55,8.17,110.36,99.84,75.55,120.41,54.63,45.37,358.84,76.7,94.063333,0.39,53.47,47.93,2.16,0.74,64.95,36.46,0
2,134344,250,221153,107275,47855,362960,885584,13087,30396,131109,166180,76977,736459,1622043,320000,76579,239636,76077,760654,0,28149,788803,335120,163249,0,23801,244363,0,2407,761650,71590,833240,1622043,349683,282705,4367,1968,0,2608,38333,455,40486,37202,0,0.1,335120,38310,-101185,-248696,208263,253681,505,77412.85714,-95696,228051,132354,18441.57143,1520.214286,125004.1429,2.58,4.67,19.15,0.33,11.58,10.64,10.83,17.04,-13.3,8.11,-0.3,2.27,2.27,1.04,0,1.006667,18.8,3.07,-92.06,101.6,124.54,51.28,20.29,103.73,116.42,53.4,94.67,48.63,51.37,280.28,47.59,94.063333,0.24,190.51,322.17,1.45,0.44,228.87,283.81,0
2,70183,17905,469770,40556,23153,143928,774172,3138,0,63674,0,261639,410957,1185130,10000,10329,43332,43082,217821,3500,30977,248798,555120,135100,0,22464,250779,0,0,921574,14757,936331,1185130,291160,143045,-331,-346,0,7955,15146,60,23040,21739,0,0.04,555120,21739,-119704,-1974,12804,9106,336,77412.85714,-112237,181655,69417,18441.57143,1520.214286,125004.1429,1.86,2.35,50.87,6.08,7.91,7.47,5.18,44.6,-54.96,5.65,-0.22,1.66,1.66,0.52,0.03,1.006667,2.83,-6.87,-28.05,19.95,15.95,5.93,8.52,-13.17,355.42,266.74,26.57,20.99,79.01,1476,2.54,94.063333,0.25,423.75,243.13,4.29,0.32,86.33,580.55,0
2,296035,29658,83096,18552,441,61378,513625,0,0,151354,6656,12704,535115,1048739,0,0,57510,3892,263879,0,3284,267163,142080,563479,0,41658,34360,0,0,781577,0,781577,1048739,164721,107786,-10683,2212,0,33861,683,0,34544,28055,0,0.2,142080,28055,40055,-148201,1615,-35576,0,77412.85714,-143723,436310,292585,18441.57143,1520.214286,125004.1429,2.98,3.57,34.56,19.73,20.97,17.03,0.41,20.62,15.18,18.78,0.28,5.5,5.5,1.16,0.23,1.006667,27.47,34.53,46.76,60.04,54.06,27.38,0.39,-8.11,194.64,164.35,34.18,25.47,74.53,494.64,0,94.063333,0.18,165.89,152.13,1.01,0.21,109.21,208.81,0
2,370261,31932,669540,99607,45119,749497,2234258,64352,0,202268,133564,231351,804773,3039031,636500,0,22002,173669,878733,0,225386,1104118,357955,1052374,0,57411,415746,0,0,1883486,51426,1934912,3039031,1335448,1087387,19861,15484,0,23595,11225,23,34797,35307,0,0.07,357955,35307,-254404,-315153,91345,587459,0,77412.85714,17900,274870,292769,18441.57143,1520.214286,125004.1429,1.29,2.15,18.58,0.56,2.61,2.64,0.84,16.29,-28.95,0,-0.71,5.27,5.27,3.73,0.02,1.006667,49.35,30.28,69.13,171.58,88.94,38.58,49.02,4.27,254.26,127.21,57.06,36.33,63.67,635.3,43.96,94.063333,0.49,141.98,146.68,4.03,0.81,9.57,279.08,0
2,350966,11208,998328,95286,137839,611690,2234273,0,0,801861,72808,155945,1665504,3899777,250580,80616,464324,100913,985389,150000,277235,1262625,787287,1163440,0,56418,435937,0,0,2443082,194070,2637152,3899777,1050913,638128,12985,44142,0,214183,16906,4561,226528,192763,0,0.18,787287,192763,69078,-497085,407352,244289,0,77412.85714,-183718,496617,312898,18441.57143,1520.214286,125004.1429,5.31,7.51,39.28,18.32,21.56,18.34,1.17,19.18,7.01,14.91,0.09,3.1,3.1,1.33,0.24,1.006667,102.04,107.65,286.52,439.1,377.49,78.1,54.7,112.51,226.74,152.06,47.88,32.38,67.62,318.65,18.25,94.063333,0.29,248.69,242.7,1.5,0.41,166.16,325.23,0
2,864618,13735,208051,38391,10902,55760,1314760,12358,42421,99631,140051,165221,884473,2199234,70002,0,45169,6637,234111,300,201328,435439,263246,768546,0,43239,283010,0,34352,1374752,389042,1763794,2199234,528183,150187,300,6031,0,90915,3582,864,93633,69096,0,0.2,263246,136998,100180,-182837,140522,1787,37635,77412.85714,-43235,907854,864618,18441.57143,1520.214286,125004.1429,3.26,4.05,71.57,16.74,17.73,13.08,0.51,53.93,42.79,26.21,0.38,5.22,5.22,2.01,0.34,1.006667,24.76,33.08,24.74,39.25,27.89,9.91,9.09,1.02,561.6,468.71,24.69,19.8,80.2,736.01,3.99,94.063333,0.25,110.32,114,2.24,0.31,86.84,137.48,0
2,820125,345,549253,42578,27716,95750,1539803,3897,8753,85782,123803,142975,887889,2427692,120000,0,88098,7891,293476,0,16598,310075,498914,1161633,0,54295,396638,0,-1727,2109752,7865,2117617,2427692,507035,266136,-12382,-602,0,76881,18030,46,94865,84178,0,0.17,498914,85002,17580,-103467,11645,-57466,327,77412.85714,-143026,957574,814547,18441.57143,1520.214286,125004.1429,3.46,4.02,47.51,15.78,18.71,16.6,3.55,33.35,5.99,11.27,0.04,4.23,4.23,1.02,0.16,1.006667,1.47,5.42,0.55,16.17,16.21,6.16,4.45,-9.62,524.68,477,14.64,12.77,87.23,1010.39,5.67,94.063333,0.21,283.65,96.61,2.33,0.24,81.73,298.53,0
2,145721,0,55383,14169,4543,3177,226891,5441,0,57723,385259,44071,1159779,1386671,0,0,47341,33768,200627,135380,153132,353759,369954,561288,0,18214,2634,0,300,952390,80522,1032911,1386671,224886,59790,1787,13104,0,52032,1629,302,53359,54246,0,0.16,369954,54246,52112,-48528,84256,-5788,-4,77412.85714,-2210,104287,102076,18441.57143,1520.214286,125004.1429,3.96,5.54,73.41,18.24,23.73,24.12,0.59,53.87,25.97,0,0.14,2.57,2.57,0.61,0.11,1.006667,36.86,51.45,470.74,646.54,715.86,-8.43,10.69,34.86,113.09,102.99,34.25,25.51,74.49,263.73,22.79,94.063333,0.16,74.91,16.64,0.56,0.23,228.41,-136.86,0
2,110758,0,127359,35927,27959,0,326008,71985,0,20399,0,74576,839915,1165923,0,0,24501,3509,84430,0,37813,122243,261039,591306,0,53067,100574,0,-1880,1004105,39575,1043680,1165923,196867,67574,-2166,-1727,0,-4632,19242,2257,12352,8008,0,0.03,261039,7109,32659,-114620,17537,-98980,561,77412.85714,-180381,291139,110758,18441.57143,1520.214286,125004.1429,0.66,0.77,65.68,-3.08,6.27,4.07,8.63,68.5,38.68,35.17,0.13,3.85,3.85,0.75,-0.02,1.006667,-28.29,-5.63,68.83,258.97,-26.21,-21.71,3.59,-53.19,386.13,315.15,11.71,10.48,89.52,5116.33,0,94.063333,0.16,174.59,0,8.3,0.19,103.23,71.37,0
2,122703,275,396783,112512,19651,179598,832654,41896,11695,134121,1923,235261,709451,1542106,106300,3406,49597,45199,236414,12000,20532,256946,577901,455037,0,24022,219623,0,-93,1276489,8670,1285160,1542106,286910,185133,2165,579,0,29370,13055,65,42360,36429,0,0.06,577901,37298,-82379,-51529,31739,52855,0,77412.85714,-81055,198881,117825,18441.57143,1520.214286,125004.1429,2.4,2.87,35.47,13.1,14.76,12.7,4.53,21.08,-34.85,14,-0.14,2.21,2.21,0.5,0.07,1.006667,25.24,4.7,-16.69,-3.3,-1.85,3.27,4.66,2.26,352.2,228.16,19.99,16.66,83.34,953.49,10.09,94.063333,0.19,348.55,265.16,2.11,0.23,80.7,533.01,0
2,547641,21325,414550,38979,7190,284630,1315656,50007,0,448040,54229,171139,1628698,2944354,38000,2804,140990,7236,531451,0,24873,556324,487724,1205205,0,41643,541779,0,0,2230438,157592,2388030,2944354,920120,575054,-11711,1156,0,214919,8921,1284,222556,186532,0,0.38,457022,186532,234756,35378,61403,-35192,2099,77412.85714,237040,310601,547641,18441.57143,1520.214286,125004.1429,7.9,9.65,37.5,23.29,24.19,20.27,0.83,14.47,44.17,16.19,0.51,4.57,4.57,1.89,0.44,1.006667,21.84,35.05,40.57,39.73,37.03,73.26,67.76,19.94,247.56,186.66,23.3,18.89,81.11,475.45,1.71,94.063333,0.39,118.62,116.25,1.94,0.48,55.71,179.16,0
